tweet_id,disaster_type,Event type,Relevance
'592621095368396800',Earthquake,information dissemination,Relevant
'592621105732431872',Earthquake,spiritual,Not Relevant
'592621134207700992',Earthquake,spiritual,Relevant
'592621138305388544',Earthquake,spiritual,Not Relevant
'592621210078486528',Earthquake,information dissemination,Relevant
'592621233063079936',Earthquake,empathy,Not Relevant
'592621310171283457',Earthquake,humanitarian assistance,Relevant
'592621338201841665',Earthquake,humanitarian assistance,Relevant
'592621539733938177',Earthquake,humanitarian assistance,Relevant
'592621597506207744',Earthquake,spiritual,Not Relevant
'592621670730493952',Earthquake,news,Relevant
'592621670998749184',Earthquake,empathy,Not Relevant
'592621724966883328',Earthquake,spiritual,Not Relevant
'592621760312377344',Earthquake,empathy,Not Relevant
'592621762514427904',Earthquake,information dissemination,Relevant
'592621811113676802',Earthquake,spiritual,Not Relevant
'592621997399539713',Earthquake,empathy,Not Relevant
'592622037136322560',Earthquake,communication,Not Relevant
'592622097416884224',Earthquake,humanitarian assistance,Relevant
'592622131558547456',Earthquake,empathy,Not Relevant
'592622210579333120',Earthquake,humanitarian assistance,Not Relevant
'592622275645427712',Earthquake,spiritual,Not Relevant
'592622314761490432',Earthquake,spiritual,Not Relevant
'592622323095760896',Earthquake,empathy,Not Relevant
'592622375616798720',Earthquake,spiritual,Not Relevant
'592622468243660801',Earthquake,empathy,Not Relevant
'592622650385661952',Earthquake,empathy,Relevant
'592623033694617602',Earthquake,empathy,Not Relevant
'592623103013957632',Earthquake,humanitarian assistance,Relevant
'592623112350490624',Earthquake,empathy,Not Relevant
'592623334749155328',Earthquake,empathy,Relevant
'592623390118182912',Earthquake,humanitarian assistance,Relevant
'592623463287906304',Earthquake,safety,Relevant
'592623511102881792',Earthquake,empathy,Not Relevant
'592623531252285440',Earthquake,information dissemination,Relevant
'592623552412581889',Earthquake,empathy,Not Relevant
'592623631148130304',Earthquake,humanitarian assistance,Relevant
'592623646625128448',Earthquake,spiritual,Not Relevant
'592623718968340480',Earthquake,empathy,Not Relevant
'592623763612512256',Earthquake,spiritual,Not Relevant
'592623821439508480',Earthquake,spiritual,Not Relevant
'592623896664342528',Earthquake,information dissemination,Relevant
'592623903891042304',Earthquake,empathy,Not Relevant
'592624015677751296',Earthquake,spiritual,Not Relevant
'592624030051639296',Earthquake,humanitarian assistance,Relevant
'592624082283200512',Earthquake,empathy,Relevant
'592624144744730624',Earthquake,empathy,Relevant
'592624358847164416',Earthquake,humanitarian assistance,Relevant
'592624392078626816',Earthquake,humanitarian assistance,Relevant
'592624510643372032',Earthquake,humanitarian assistance,Relevant
'592624817351700481',Earthquake,safety,Relevant
'592624850151309313',Earthquake,empathy,Not Relevant
'592624864328065024',Earthquake,safety,Relevant
'592624890772992000',Earthquake,safety,Relevant
'592624987640475648',Earthquake,spiritual,Not Relevant
'592625029277425664',Earthquake,spiritual,Not Relevant
'592625060185296896',Earthquake,spiritual,Not Relevant
'592625149188276224',Earthquake,humanitarian assistance,Relevant
'592625232365518848',Earthquake,information dissemination,Relevant
'592625391954567168',Earthquake,empathy,Not Relevant
'592625482744635394',Earthquake,humanitarian assistance,Relevant
'592625587371548672',Earthquake,humanitarian assistance,Relevant
'592625625615233025',Earthquake,empathy,Not Relevant
'592625763263840256',Earthquake,humanitarian assistance,Relevant
'592625864073875456',Earthquake,admiration,Not Relevant
'592625903135428608',Earthquake,humanitarian assistance,Relevant
'592625947846672384',Earthquake,humanitarian assistance,Relevant
'592625985452834816',Earthquake,empathy,Not Relevant
'592626065366863872',Earthquake,casualty,Relevant
'592626127765659648',Earthquake,spiritual,Not Relevant
'592626165409394689',Earthquake,spiritual,Not Relevant
'592626169796632577',Earthquake,humanitarian assistance,Relevant
'592626172363669504',Earthquake,safety,Relevant
'592626271428870146',Earthquake,empathy,Not Relevant
'592626373665099776',Earthquake,die,Relevant
'592626373933420544',Earthquake,humanitarian assistance,Relevant
'592626379578937345',Earthquake,safety,Relevant
'592626381302935553',Earthquake,safety,Relevant
'592626416375566337',Earthquake,humanitarian assistance,Relevant
'592626516007071745',Earthquake,empathy,Not Relevant
'592626569757102080',Earthquake,humanitarian assistance,Relevant
'592626633460293632',Earthquake,empathy,Relevant
'592626725202169856',Earthquake,safety,Relevant
'592626841300508673',Earthquake,safety,Relevant
'592626856949481472',Earthquake,spiritual,Not Relevant
'592626869003886592',Earthquake,humanitarian assistance,Relevant
'592626905804709888',Earthquake,empathy,Not Relevant
'592626953473171456',Earthquake,safety,Relevant
'592627037229187072',Earthquake,empathy,Relevant
'592627083953733632',Earthquake,spiritual,Not Relevant
'592627159849566208',Earthquake,spiritual,Not Relevant
'592627440129703936',Earthquake,humanitarian assistance,Relevant
'592627454205927424',Earthquake,humanitarian assistance,Relevant
'592627491644145664',Earthquake,humanitarian assistance,Relevant
'592627581213638656',Earthquake,casualty,Relevant
'592627697286680578',Earthquake,spiritual,Relevant
'592627711685758976',Earthquake,humanitarian assistance,Relevant
'592627713749295104',Earthquake,spiritual,Not Relevant
'592627765645565952',Earthquake,humanitarian assistance,Relevant
'592627899796193281',Earthquake,spiritual,Not Relevant
'592627913767411712',Earthquake,safety,Relevant
'592627952266805248',Earthquake,empathy,Relevant
'592627979844460544',Earthquake,empathy,Not Relevant
'592628048685436928',Earthquake,communication,Relevant
'592628060035239936',Earthquake,empathy,Not Relevant
'592628114905169920',Earthquake,humanitarian assistance,Relevant
'592628116478132224',Earthquake,spiritual,Not Relevant
'592628126737244160',Earthquake,safety,Relevant
'592628142050709504',Earthquake,empathy,Not Relevant
'592628190402732032',Earthquake,empathy,Not Relevant
'592628206324219904',Earthquake,spiritual,Relevant
'592628352609079296',Earthquake,safety,Relevant
'592628366064386048',Earthquake,empathy,Relevant
'592628393503514624',Earthquake,humanitarian assistance,Relevant
'592628529654665216',Earthquake,empathy,Not Relevant
'592628538378997760',Earthquake,safety,Relevant
'592628565620961280',Earthquake,safety,Relevant
'592628691265425408',Earthquake,spiritual,Relevant
'592628873956696065',Earthquake,empathy,Relevant
'592628883742162944',Earthquake,safety,Relevant
'592628914633093120',Earthquake,empathy,Relevant
'592628956412518400',Earthquake,empathy,Not Relevant
'592628979305193472',Earthquake,empathy,Relevant
'592628984006873088',Earthquake,humanitarian assistance,Relevant
'592628988171972609',Earthquake,spiritual,Relevant
'592628988750626816',Earthquake,spiritual,Relevant
'592629055536533505',Earthquake,humanitarian assistance,Relevant
'592629150302674944',Earthquake,spiritual,Not Relevant
'592629183777472512',Earthquake,information dissemination,Relevant
'592629320587354112',Earthquake,safety,Relevant
'592629342385131522',Earthquake,spiritual,Not Relevant
'592629371959189506',Earthquake,empathy,Not Relevant
'592629436001857536',Earthquake,safety,Relevant
'592629441051893761',Earthquake,humanitarian assistance,Relevant
'592629646434443264',Earthquake,communication,Relevant
'592629706756726784',Earthquake,empathy,Relevant
'592629734451892224',Earthquake,die,Relevant
'592629797173514240',Earthquake,safety,Relevant
'592629804051996674',Earthquake,empathy,Not Relevant
'592629820867026944',Earthquake,damage,Relevant
'592629858670399489',Earthquake,safety,Relevant
'592630011989008385',Earthquake,humanitarian assistance,Relevant
'592630142515548160',Earthquake,humanitarian assistance,Relevant
'592630166716841984',Earthquake,spiritual,Relevant
'592630231304830976',Earthquake,spiritual,Relevant
'592630262074212352',Earthquake,information dissemination,Not Relevant
'592630286522920960',Earthquake,safety,Relevant
'592630539313483776',Earthquake,safety,Relevant
'592630560977244160',Earthquake,spiritual,Not Relevant
'592630811863703552',Earthquake,die,Relevant
'592630851298398209',Earthquake,information dissemination,Relevant
'592630870810370049',Earthquake,empathy,Not Relevant
'592630898962620416',Earthquake,safety,Relevant
'592630912543625217',Earthquake,safety,Relevant
'592631079229501440',Earthquake,humanitarian assistance,Not Relevant
'592631115355140096',Earthquake,damage,Relevant
'592631120820379649',Earthquake,humanitarian assistance,Relevant
'592631142735486976',Earthquake,safety,Relevant
'592631176302473216',Earthquake,empathy,Not Relevant
'592631179238584320',Earthquake,safety,Relevant
'592631202349191168',Earthquake,empathy,Not Relevant
'592631207722033152',Earthquake,empathy,Not Relevant
'592631302991572993',Earthquake,empathy,Relevant
'592631465948553219',Earthquake,die,Relevant
'592631486920134656',Earthquake,information dissemination,Relevant
'592631519543488512',Earthquake,empathy,Relevant
'592631540078628864',Earthquake,information dissemination,Relevant
'592631744819556352',Earthquake,safety,Relevant
'592631763698065408',Earthquake,empathy,Not Relevant
'592631774259191808',Earthquake,safety,Relevant
'592631784816250881',Earthquake,damage,Relevant
'592631940223631360',Earthquake,safety,Relevant
'592631987430694912',Earthquake,empathy,Not Relevant
'592632018753589248',Earthquake,empathy,Not Relevant
'592632053813813248',Earthquake,empathy,Not Relevant
'592632072151244800',Earthquake,humanitarian assistance,Relevant
'592632175171866624',Earthquake,spiritual,Not Relevant
'592632286719438848',Earthquake,die,Relevant
'592632593851490304',Earthquake,humanitarian assistance,Relevant
'592632798671982593',Earthquake,die,Relevant
'592632844331175936',Earthquake,humanitarian assistance,Relevant
'592632951533219840',Earthquake,humanitarian assistance,Relevant
'592632997418897408',Earthquake,die,Relevant
'592633001583906817',Earthquake,humanitarian assistance,Relevant
'592633097264304129',Earthquake,damage,Relevant
'592633226730020864',Earthquake,empathy,Not Relevant
'592633281818001409',Earthquake,information dissemination,Relevant
'592633288767963136',Earthquake,spiritual,Not Relevant
'592633289208299521',Earthquake,safety,Relevant
'592633341502881792',Earthquake,information dissemination,Relevant
'592633384687435776',Earthquake,empathy,Relevant
'592633447140593665',Earthquake,information dissemination,Relevant
'592633519752417280',Earthquake,empathy,Not Relevant
'592633654733574144',Earthquake,humanitarian assistance,Relevant
'592633673012371457',Earthquake,humanitarian assistance,Relevant
'592633714812805120',Earthquake,safety,Relevant
'592633742742724608',Earthquake,spiritual,Relevant
'592633814867816448',Earthquake,empathy,Not Relevant
'592633887257427968',Earthquake,news,Relevant
'592633915313119232',Earthquake,humanitarian assistance,Relevant
'592633967607717888',Earthquake,humanitarian assistance,Relevant
'592633985454317568',Earthquake,communication,Relevant
'592634088042795009',Earthquake,empathy,Not Relevant
'592634093327683584',Earthquake,empathy,Not Relevant
'592634269488451586',Earthquake,empathy,Not Relevant
'592634385448468481',Earthquake,humanitarian assistance,Relevant
'592634395757924352',Earthquake,empathy,Not Relevant
'592634433750081536',Earthquake,humanitarian assistance,Relevant
'592634475437236224',Earthquake,spiritual,Relevant
'592634483955732480',Earthquake,empathy,Not Relevant
'592634556882247680',Earthquake,information dissemination,Not Relevant
'592634602453209088',Earthquake,safety,Relevant
'592634792220467200',Earthquake,humanitarian assistance,Relevant
'592634819902840832',Earthquake,empathy,Not Relevant
'592634906896764928',Earthquake,humanitarian assistance,Not Relevant
'592634915386167296',Earthquake,spiritual,Not Relevant
'592635003437076480',Earthquake,empathy,Not Relevant
'592635108215001090',Earthquake,humanitarian assistance,Relevant
'592635168289992704',Earthquake,spiritual,Not Relevant
'592635189672726530',Earthquake,humanitarian assistance,Relevant
'592635239790465026',Earthquake,spiritual,Not Relevant
'592635326042087424',Earthquake,humanitarian assistance,Relevant
'592635439770644480',Earthquake,communication,Relevant
'592635447366541312',Earthquake,spiritual,Not Relevant
'592635533165088768',Earthquake,empathy,Not Relevant
'592635635384586240',Earthquake,news,Relevant
'592635692209012737',Earthquake,communication,Not Relevant
'592635783208509441',Earthquake,empathy,Not Relevant
'592635880000499712',Earthquake,spiritual,Relevant
'592635942009200640',Earthquake,humanitarian assistance,Relevant
'592635968508727296',Earthquake,humanitarian assistance,Relevant
'592636176961417217',Earthquake,spiritual,Not Relevant
'592636190328651776',Earthquake,humanitarian assistance,Not Relevant
'592636256548495360',Earthquake,empathy,Not Relevant
'592636269466890241',Earthquake,empathy,Relevant
'592636297463910400',Earthquake,communication,Relevant
'592636344083619840',Earthquake,spiritual,Not Relevant
'592636574887780352',Earthquake,humanitarian assistance,Relevant
'592636589072842752',Earthquake,spiritual,Not Relevant
'592636610904068096',Earthquake,empathy,Not Relevant
'592636661466443776',Earthquake,spiritual,Relevant
'592636679527243776',Earthquake,information dissemination,Relevant
'592636710841929728',Earthquake,spiritual,Not Relevant
'592636814009171968',Earthquake,humanitarian assistance,Relevant
'592636889691070465',Earthquake,empathy,Relevant
'592636898415398912',Earthquake,spiritual,Not Relevant
'592636908527685632',Earthquake,safety,Relevant
'592636985941958656',Earthquake,empathy,Not Relevant
'592637135888384000',Earthquake,spiritual,Not Relevant
'592637187323252736',Earthquake,spiritual,Relevant
'592637194168344576',Earthquake,communication,Not Relevant
'592637199021117440',Earthquake,humanitarian assistance,Relevant
'592637249386315776',Earthquake,humanitarian assistance,Relevant
'592637266335375360',Earthquake,safety,Relevant
'592637302570151936',Earthquake,spiritual,Not Relevant
'592637430504628224',Earthquake,humanitarian assistance,Relevant
'592637452331843584',Earthquake,information dissemination,Relevant
'592637463325118464',Earthquake,empathy,Not Relevant
'592637475530608641',Earthquake,news,Relevant
'592637645156700160',Earthquake,empathy,Relevant
'592637658272174080',Earthquake,spiritual,Not Relevant
'592637686906683392',Earthquake,empathy,Not Relevant
'592637782679527424',Earthquake,empathy,Not Relevant
'592637790514470913',Earthquake,communication,Relevant
'592637871862910976',Earthquake,humanitarian assistance,Relevant
'592637907803897858',Earthquake,humanitarian assistance,Relevant
'592637931610894337',Earthquake,empathy,Relevant
'592637939311513600',Earthquake,spiritual,Not Relevant
'592637988426948608',Earthquake,empathy,Not Relevant
'592638148418625536',Earthquake,information dissemination,Relevant
'592638178747547648',Earthquake,empathy,Not Relevant
'592638187249348608',Earthquake,spiritual,Not Relevant
'592638198053900288',Earthquake,empathy,Not Relevant
'592638213082087424',Earthquake,information dissemination,Not Relevant
'592638279347937284',Earthquake,humanitarian assistance,Relevant
'592638287770034176',Earthquake,spiritual,Relevant
'592638342707154944',Earthquake,spiritual,Not Relevant
'592638557983899648',Earthquake,humanitarian assistance,Relevant
'592638740113195008',Earthquake,spiritual,Not Relevant
'592638747172335616',Earthquake,humanitarian assistance,Relevant
'592638754034159616',Earthquake,empathy,Not Relevant
'592638827308679168',Earthquake,news,Relevant
'592638916911603712',Earthquake,die,Relevant
'592639169249153025',Earthquake,spiritual,Not Relevant
'592639207513919488',Earthquake,communication,Not Relevant
'592639216258940928',Earthquake,safety,Relevant
'592639304804872192',Earthquake,information dissemination,Relevant
'592639351676399617',Earthquake,empathy,Not Relevant
'592639495209648128',Earthquake,spiritual,Not Relevant
'592639526008270848',Earthquake,spiritual,Not Relevant
'592639724831023104',Earthquake,empathy,Not Relevant
'592639739162927104',Earthquake,humanitarian assistance,Relevant
'592639774059442176',Earthquake,information dissemination,Relevant
'592639806909206528',Earthquake,empathy,Relevant
'592639861183488000',Earthquake,empathy,Relevant
'592639862383222785',Earthquake,safety,Relevant
'592640026284023809',Earthquake,empathy,Not Relevant
'592640154491363328',Earthquake,humanitarian assistance,Relevant
'592640223139516416',Earthquake,information dissemination,Relevant
'592640251727847424',Earthquake,spiritual,Not Relevant
'592640327174983680',Earthquake,safety,Relevant
'592640351258746880',Earthquake,empathy,Not Relevant
'592640409903366147',Earthquake,empathy,Not Relevant
'592640610089197569',Earthquake,empathy,Not Relevant
'592640632339828736',Earthquake,safety,Relevant
'592640661448314881',Earthquake,die,Relevant
'592640752989114368',Earthquake,humanitarian assistance,Relevant
'592640841283436544',Earthquake,safety,Relevant
'592641127854968832',Earthquake,empathy,Not Relevant
'592641188341100544',Earthquake,safety,Relevant
'592641356352258048',Earthquake,safety,Relevant
'592641474187014145',Earthquake,empathy,Not Relevant
'592641580802015232',Earthquake,safety,Relevant
'592641603564474368',Earthquake,spiritual,Not Relevant
'592641634845773824',Earthquake,empathy,Not Relevant
'592641720581562368',Earthquake,safety,Relevant
'592641808041148416',Earthquake,safety,Relevant
'592641810024910848',Earthquake,safety,Relevant
'592641873694470144',Earthquake,communication,Relevant
'592641954581749760',Earthquake,information dissemination,Not Relevant
'592642088870682624',Earthquake,empathy,Relevant
'592642102602895360',Earthquake,empathy,Not Relevant
'592642156218621952',Earthquake,humanitarian assistance,Relevant
'592642188279844864',Earthquake,empathy,Not Relevant
'592642215178018816',Earthquake,spiritual,Not Relevant
'592642365216555009',Earthquake,die,Relevant
'592642385990946818',Earthquake,empathy,Not Relevant
'592642564827815936',Earthquake,humanitarian assistance,Relevant
'592642605894082560',Earthquake,humanitarian assistance,Not Relevant
'592642680456372224',Earthquake,humanitarian assistance,Relevant
'592642881480892416',Earthquake,empathy,Not Relevant
'592642937231577088',Earthquake,spiritual,Relevant
'592643078583889920',Earthquake,empathy,Not Relevant
'592643085122711552',Earthquake,empathy,Not Relevant
'592643203087659008',Earthquake,empathy,Not Relevant
'592643203905511427',Earthquake,safety,Relevant
'592643219508199424',Earthquake,humanitarian assistance,Relevant
'592643223446622208',Earthquake,appreciation,Not Relevant
'592643230505701376',Earthquake,travel,Relevant
'592643249409433600',Earthquake,spiritual,Not Relevant
'592643267797372929',Earthquake,empathy,Not Relevant
'592643272302075904',Earthquake,spiritual,Not Relevant
'592643293894340608',Earthquake,communication,Relevant
'592643312017768448',Earthquake,empathy,Not Relevant
'592643498920136704',Earthquake,empathy,Relevant
'592643508353110016',Earthquake,spiritual,Not Relevant
'592643591731712001',Earthquake,spiritual,Relevant
'592643592075681793',Earthquake,humanitarian assistance,Relevant
'592643607288414208',Earthquake,empathy,Not Relevant
'592643661331959808',Earthquake,empathy,Relevant
'592643674946809856',Earthquake,humanitarian assistance,Relevant
'592643683188518912',Earthquake,spiritual,Not Relevant
'592643763941416960',Earthquake,information dissemination,Not Relevant
'592643847601029121',Earthquake,spiritual,Not Relevant
'592643882506063872',Earthquake,humanitarian assistance,Relevant
'592643941645864960',Earthquake,empathy,Not Relevant
'592643953402335232',Earthquake,empathy,Relevant
'592644145283371008',Earthquake,safety,Relevant
'592644151939825665',Earthquake,die,Relevant
'592644201101316096',Earthquake,communication,Relevant
'592644373763993600',Earthquake,safety,Relevant
'592644397273067520',Earthquake,spiritual,Relevant
'592644462272208896',Earthquake,spiritual,Not Relevant
'592644472158101505',Earthquake,communication,Relevant
'592644595185483776',Earthquake,safety,Relevant
'592644609681031168',Earthquake,humanitarian assistance,Relevant
'592644754908786688',Earthquake,humanitarian assistance,Relevant
'592644792904974336',Earthquake,empathy,Not Relevant
'592644870172348416',Earthquake,humanitarian assistance,Relevant
'592644872437379072',Earthquake,damage,Relevant
'592644887998148610',Earthquake,humanitarian assistance,Not Relevant
'592644975587786753',Earthquake,humanitarian assistance,Relevant
'592645000560660480',Earthquake,empathy,Relevant
'592645016394203137',Earthquake,safety,Relevant
'592645023100960768',Earthquake,humanitarian assistance,Relevant
'592645031321870336',Earthquake,empathy,Not Relevant
'592645182996242432',Earthquake,humanitarian assistance,Relevant
'592645298960211969',Earthquake,humanitarian assistance,Relevant
'592645318501597185',Earthquake,humanitarian assistance,Relevant
'592645428572721152',Earthquake,safety,Relevant
'592645493643153408',Earthquake,information dissemination,Relevant
'592645496704925697',Earthquake,information dissemination,Not Relevant
'592645539692326912',Earthquake,empathy,Not Relevant
'592645550144495616',Earthquake,humanitarian assistance,Relevant
'592645586182012928',Earthquake,humanitarian assistance,Relevant
'592645692675461120',Earthquake,humanitarian assistance,Relevant
'592645728133984256',Earthquake,empathy,Not Relevant
'592645735008641024',Earthquake,safety,Relevant
'592645741941694465',Earthquake,information dissemination,Relevant
'592645763307479040',Earthquake,die,Relevant
'592645818701615104',Earthquake,humanitarian assistance,Relevant
'592645840566677505',Earthquake,humanitarian assistance,Relevant
'592645932031864834',Earthquake,inquiry,Relevant
'592646226283212801',Earthquake,humanitarian assistance,Relevant
'592646232549515264',Earthquake,humanitarian assistance,Relevant
'592646301390508034',Earthquake,empathy,Relevant
'592646370550362113',Earthquake,spiritual,Not Relevant
'592646494630453248',Earthquake,empathy,Not Relevant
'592646548288315393',Earthquake,humanitarian assistance,Relevant
'592646765574098945',Earthquake,humanitarian assistance,Relevant
'592646825712029698',Earthquake,travel,Relevant
'592646990028214273',Earthquake,spiritual,Not Relevant
'592647067173982208',Earthquake,spiritual,Not Relevant
'592647132957380608',Earthquake,humanitarian assistance,Relevant
'592647156965584897',Earthquake,spiritual,Not Relevant
'592647261932388352',Earthquake,information dissemination,Relevant
'592647294115282944',Earthquake,safety,Relevant
'592647352042659841',Earthquake,humanitarian assistance,Relevant
'592647430052651008',Earthquake,communication,Relevant
'592647480593887233',Earthquake,humanitarian assistance,Not Relevant
'592647484855459840',Earthquake,humanitarian assistance,Relevant
'592647547274993664',Earthquake,empathy,Not Relevant
'592647549338660864',Earthquake,safety,Relevant
'592647606829977600',Earthquake,spiritual,Not Relevant
'592647639629332480',Earthquake,spiritual,Not Relevant
'592647652702953472',Earthquake,humanitarian assistance,Relevant
'592647659460153344',Earthquake,information dissemination,Relevant
'592647681681395712',Earthquake,spiritual,Not Relevant
'592647863995408386',Earthquake,empathy,Not Relevant
'592648064122294272',Earthquake,spiritual,Not Relevant
'592648153469480960',Earthquake,safety,Relevant
'592648187384594432',Earthquake,humanitarian assistance,Relevant
'592648192065478656',Earthquake,spiritual,Not Relevant
'592648227322736640',Earthquake,damage,Relevant
'592648304309227520',Earthquake,empathy,Not Relevant
'592648318594973696',Earthquake,information dissemination,Relevant
'592648321094803456',Earthquake,communication,Relevant
'592648428162818048',Earthquake,damage,Relevant
'592648439768317952',Earthquake,empathy,Not Relevant
'592648502276182016',Earthquake,empathy,Not Relevant
'592648563269771264',Earthquake,humanitarian assistance,Relevant
'592648570328711168',Earthquake,spiritual,Not Relevant
'592648588582195200',Earthquake,spiritual,Relevant
'592648629346664449',Earthquake,humanitarian assistance,Not Relevant
'592648648401498113',Earthquake,spiritual,Relevant
'592648710707752960',Earthquake,humanitarian assistance,Relevant
'592648714239528960',Earthquake,humanitarian assistance,Relevant
'592648766471081984',Earthquake,information dissemination,Relevant
'592648881214779392',Earthquake,information dissemination,Relevant
'592648910650396672',Earthquake,empathy,Relevant
'592649025024831488',Earthquake,communication,Relevant
'592649048630251520',Earthquake,spiritual,Not Relevant
'592649083807895552',Earthquake,empathy,Relevant
'592649125243543552',Earthquake,humanitarian assistance,Relevant
'592649154511306752',Earthquake,humanitarian assistance,Relevant
'592649185276506112',Earthquake,humanitarian assistance,Relevant
'592649204209692672',Earthquake,news,Relevant
'592649275332493312',Earthquake,damage,Relevant
'592649363664478208',Earthquake,spiritual,Not Relevant
'592649392823369729',Earthquake,humanitarian assistance,Relevant
'592649477300719616',Earthquake,humanitarian assistance,Relevant
'592649540035043328',Earthquake,information dissemination,Relevant
'592649617826783233',Earthquake,empathy,Relevant
'592649636805877760',Earthquake,humanitarian assistance,Relevant
'592649671937363968',Earthquake,empathy,Not Relevant
'592649760416215040',Earthquake,humanitarian assistance,Relevant
'592649816917815297',Earthquake,safety,Relevant
'592649866259496962',Earthquake,information dissemination,Not Relevant
'592649925512589313',Earthquake,humanitarian assistance,Relevant
'592649950133153792',Earthquake,humanitarian assistance,Relevant
'592649965433974784',Earthquake,humanitarian assistance,Relevant
'592650015589462016',Earthquake,news,Relevant
'592650039706689536',Earthquake,spiritual,Not Relevant
'592650040104984576',Earthquake,empathy,Not Relevant
'592650232971677696',Earthquake,humanitarian assistance,Relevant
'592650246628503553',Earthquake,empathy,Not Relevant
'592650292912529408',Earthquake,empathy,Not Relevant
'592651419154522112',Earthquake,spiritual,Not Relevant
'592651433587167234',Earthquake,information dissemination,Relevant
'592651442533576705',Earthquake,humanitarian assistance,Relevant
'592651498628100096',Earthquake,empathy,Not Relevant
'592651636184481792',Earthquake,spiritual,Not Relevant
'592651693034229760',Earthquake,die,Relevant
'592651747664900096',Earthquake,empathy,Not Relevant
'592651817416302592',Earthquake,communication,Relevant
'592651857308291072',Earthquake,humanitarian assistance,Relevant
'592651898773209088',Earthquake,damage,Relevant
'592651929739730944',Earthquake,empathy,Relevant
'592651930750562304',Earthquake,empathy,Not Relevant
'592651996861181952',Earthquake,empathy,Not Relevant
'592652003031052288',Earthquake,safety,Relevant
'592652035100540928',Earthquake,empathy,Not Relevant
'592652119041245184',Earthquake,information dissemination,Not Relevant
'592652146132267008',Earthquake,die,Relevant
'592652150431330305',Earthquake,humanitarian assistance,Relevant
'592652189526556672',Earthquake,news,Relevant
'592652196895977473',Earthquake,empathy,Relevant
'592652229372485632',Earthquake,communication,Relevant
'592652267548848129',Earthquake,empathy,Relevant
'592652278294835200',Earthquake,empathy,Relevant
'592652482930552832',Earthquake,empathy,Not Relevant
'592652686950010880',Earthquake,spiritual,Not Relevant
'592652777366630400',Earthquake,humanitarian assistance,Relevant
'592652829564735488',Earthquake,humanitarian assistance,Relevant
'592652925756903424',Earthquake,humanitarian assistance,Relevant
'592652931733786625',Earthquake,empathy,Not Relevant
'592652945071722498',Earthquake,empathy,Relevant
'592653015837999104',Earthquake,humanitarian assistance,Relevant
'592653120133435392',Earthquake,humanitarian assistance,Relevant
'592653166488891393',Earthquake,die,Relevant
'592653219131719681',Earthquake,humanitarian assistance,Relevant
'592653368188903424',Earthquake,damage,Relevant
'592653398949900288',Earthquake,damage,Relevant
'592653477022736386',Earthquake,spiritual,Not Relevant
'592653499873243136',Earthquake,safety,Relevant
'592653520907665408',Earthquake,safety,Relevant
'592653553061273601',Earthquake,spiritual,Not Relevant
'592653610137362432',Earthquake,humanitarian assistance,Relevant
'592653709395501056',Earthquake,empathy,Not Relevant
'592653709378789376',Earthquake,empathy,Not Relevant
'592653755251879937',Earthquake,humanitarian assistance,Relevant
'592654420304867328',Earthquake,empathy,Relevant
'592654431302332418',Earthquake,empathy,Not Relevant
'592654440982777856',Earthquake,spiritual,Not Relevant
'592654445827219456',Earthquake,information dissemination,Relevant
'592654451837693953',Earthquake,die,Relevant
'592654592157949952',Earthquake,empathy,Not Relevant
'592654669882744832',Earthquake,spiritual,Not Relevant
'592654795397320704',Earthquake,empathy,Not Relevant
'592654958320873473',Earthquake,spiritual,Not Relevant
'592654958828355584',Earthquake,safety,Relevant
'592654974980661248',Earthquake,humanitarian assistance,Relevant
'592655129930760194',Earthquake,empathy,Relevant
'592655143138697216',Earthquake,spiritual,Not Relevant
'592655515471192064',Earthquake,information dissemination,Relevant
'592655624732844033',Earthquake,information dissemination,Relevant
'592655704231649280',Earthquake,spiritual,Not Relevant
'592655712360243201',Earthquake,humanitarian assistance,Relevant
'592655726520197122',Earthquake,humanitarian assistance,Relevant
'592655737131814912',Earthquake,information dissemination,Relevant
'592655763631374336',Earthquake,empathy,Not Relevant
'592655814529265664',Earthquake,empathy,Relevant
'592655839351218176',Earthquake,information dissemination,Relevant
'592655958226116609',Earthquake,humanitarian assistance,Relevant
'592656077352730624',Earthquake,humanitarian assistance,Relevant
'592656182738837504',Earthquake,empathy,Not Relevant
'592656210266042368',Earthquake,humanitarian assistance,Relevant
'592656236526575618',Earthquake,empathy,Relevant
'592656244948762625',Earthquake,information dissemination,Relevant
'592656291719438336',Earthquake,empathy,Not Relevant
'592656294890332160',Earthquake,spiritual,Relevant
'592656337710010372',Earthquake,humanitarian assistance,Relevant
'592656368580034560',Earthquake,safety,Relevant
'592656382043762688',Earthquake,humanitarian assistance,Relevant
'592656395398422528',Earthquake,safety,Relevant
'592656399437541376',Earthquake,empathy,Relevant
'592656405934510080',Earthquake,empathy,Not Relevant
'592656442034954241',Earthquake,information dissemination,Relevant
'592656485013938178',Earthquake,empathy,Relevant
'592656511765225472',Earthquake,humanitarian assistance,Relevant
'592656557294428160',Earthquake,empathy,Not Relevant
'592656573849313280',Earthquake,empathy,Relevant
'592656595995205632',Earthquake,damage,Relevant
'592656632443699200',Earthquake,empathy,Not Relevant
'592656632791838721',Earthquake,empathy,Not Relevant
'592656738475737088',Earthquake,information dissemination,Relevant
'592656775033262081',Earthquake,safety,Relevant
