tweet_id,disaster_type,Event type,Relevance,urgency
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
9.01E+17,Hurricane,warning,Relevant,Urgent
'592152261406564352',Earthquake,information dissemination,Relevant,Not Urgent
'592152314267316224',Earthquake,humanitarian assistance,Relevant,Urgent
'592152561370734593',Earthquake,die,Relevant,Urgent
'592152617536466944',Earthquake,die,Relevant,Urgent
'592153730780438528',Earthquake,empathy,Relevant,Not Urgent
'592153820412514304',Earthquake,information dissemination,Relevant,Not Urgent
'592154303978078208',Earthquake,die,Relevant,Urgent
'592154332184838144',Earthquake,communication,Relevant,Urgent
'592154339898167296',Earthquake,communication,Relevant,Urgent
'592154345572937728',Earthquake,humanitarian assistance,Relevant,Urgent
'592154430163779584',Earthquake,humanitarian assistance,Relevant,Urgent
'592154632022929408',Earthquake,information dissemination,Relevant,Not Urgent
'592154909304180736',Earthquake,information dissemination,Relevant,Not Urgent
'592154928769990656',Earthquake,safety,Relevant,Urgent
'592154956012060672',Earthquake,empathy,Relevant,Not Urgent
'592155077252673536',Earthquake,information dissemination,Relevant,Not Urgent
'592155147037495297',Earthquake,safety,Relevant,Urgent
'592155255846084609',Earthquake,die,Relevant,Urgent
'592155276171550720',Earthquake,humanitarian assistance,Relevant,Urgent
'592155380244840449',Earthquake,safety,Relevant,Urgent
'592155922060816384',Earthquake,information dissemination,Relevant,Not Urgent
'592155955179036673',Earthquake,humanitarian assistance,Relevant,Urgent
'592155955770597376',Earthquake,humanitarian assistance,Relevant,Urgent
'592155963374837761',Earthquake,humanitarian assistance,Relevant,Urgent
'592156071734681600',Earthquake,safety,Relevant,Urgent
'592156107205775360',Earthquake,safety,Relevant,Urgent
'592156231743217665',Earthquake,safety,Relevant,Urgent
'592156258532270080',Earthquake,safety,Relevant,Urgent
'592156277477806080',Earthquake,safety,Relevant,Urgent
'592156315570479104',Earthquake,die,Relevant,Urgent
'592156340711129089',Earthquake,safety,Relevant,Urgent
'592156356594900992',Earthquake,safety,Relevant,Urgent
'592156399309688832',Earthquake,news,Relevant,Not Urgent
'592156482293997568',Earthquake,information dissemination,Relevant,Not Urgent
'592156509355704320',Earthquake,empathy,Relevant,Not Urgent
'592156594227384322',Earthquake,communication,Relevant,Urgent
'592156663005589504',Earthquake,safety,Relevant,Urgent
'592157127390593024',Earthquake,spiritual,Relevant,Not Urgent
'592157192398200833',Earthquake,empathy,Relevant,Not Urgent
'592157227504500736',Earthquake,humanitarian assistance,Relevant,Urgent
'592157246580097025',Earthquake,die,Relevant,Urgent
'592157266247163904',Earthquake,humanitarian assistance,Relevant,Urgent
'592157386325954560',Earthquake,damage,Relevant,Urgent
'592157403052834817',Earthquake,news,Relevant,Not Urgent
'592157540672098304',Earthquake,news,Relevant,Not Urgent
'592157620485693440',Earthquake,die,Relevant,Urgent
'592157870050775040',Earthquake,spiritual,Relevant,Not Urgent
'592158068294615040',Earthquake,humanitarian assistance,Relevant,Urgent
'592158129741242368',Earthquake,disaster preparedness,Relevant,Not Urgent
'592158295487549440',Earthquake,communication,Relevant,Urgent
'592158315255181312',Earthquake,safety,Relevant,Urgent
'592158346624442368',Earthquake,empathy,Relevant,Not Urgent
'592158389783826434',Earthquake,empathy,Relevant,Not Urgent
'592158488094117888',Earthquake,empathy,Relevant,Not Urgent
'592158939829149696',Earthquake,damage,Relevant,Urgent
'592159018644217856',Earthquake,safety,Relevant,Urgent
'592159209342439425',Earthquake,humanitarian assistance,Relevant,Urgent
'592159314921463808',Earthquake,die,Relevant,Urgent
'592159372639240192',Earthquake,humanitarian assistance,Relevant,Urgent
'592159396274143233',Earthquake,humanitarian assistance,Relevant,Urgent
'592159446433861633',Earthquake,safety,Relevant,Urgent
'592159768678006784',Earthquake,communication,Relevant,Urgent
'592159891453706241',Earthquake,humanitarian assistance,Relevant,Urgent
'592159924894830592',Earthquake,empathy,Relevant,Not Urgent
'592159987033579521',Earthquake,spiritual,Relevant,Not Urgent
'592159991605252096',Earthquake,humanitarian assistance,Relevant,Urgent
'592160036350111744',Earthquake,news,Relevant,Not Urgent
'592160168051277826',Earthquake,information dissemination,Relevant,Not Urgent
'592160186858475520',Earthquake,humanitarian assistance,Relevant,Urgent
'592160334422511618',Earthquake,die,Relevant,Urgent
'592160461379899392',Earthquake,empathy,Relevant,Not Urgent
'592160609719885825',Earthquake,humanitarian assistance,Relevant,Urgent
'592160622860738560',Earthquake,humanitarian assistance,Relevant,Urgent
'592160643668582401',Earthquake,news,Relevant,Not Urgent
'592160655861522432',Earthquake,news,Relevant,Not Urgent
'592160734085193728',Earthquake,humanitarian assistance,Relevant,Urgent
'592160748236713985',Earthquake,humanitarian assistance,Relevant,Urgent
'592160778515456000',Earthquake,safety,Relevant,Urgent
'592160780675522560',Earthquake,die,Relevant,Urgent
'592161232884408320',Earthquake,die,Relevant,Urgent
'592161264845074432',Earthquake,communication,Relevant,Urgent
'592161265570680832',Earthquake,humanitarian assistance,Relevant,Urgent
'592161265205686273',Earthquake,information dissemination,Relevant,Not Urgent
'592161318469271552',Earthquake,empathy,Relevant,Not Urgent
'592161394495135744',Earthquake,empathy,Relevant,Not Urgent
'592161431576940545',Earthquake,safety,Relevant,Urgent
'592161432914894848',Earthquake,information dissemination,Relevant,Not Urgent
'592161468520366082',Earthquake,damage,Relevant,Urgent
'592161571092221953',Earthquake,information dissemination,Relevant,Not Urgent
'592161605779116033',Earthquake,humanitarian assistance,Relevant,Urgent
'592161963309826048',Earthquake,safety,Relevant,Urgent
'592161994687418368',Earthquake,safety,Relevant,Urgent
'592162065340497920',Earthquake,empathy,Relevant,Not Urgent
'592162103202422785',Earthquake,empathy,Relevant,Not Urgent
'592162109472944130',Earthquake,safety,Relevant,Urgent
'592162141504806912',Earthquake,empathy,Relevant,Not Urgent
'592162278289571840',Earthquake,humanitarian assistance,Relevant,Urgent
'592162337810812928',Earthquake,empathy,Relevant,Not Urgent
'592162390088679424',Earthquake,damage,Relevant,Urgent
'592162395050647552',Earthquake,humanitarian assistance,Relevant,Urgent
'592162418790367232',Earthquake,empathy,Relevant,Not Urgent
'592162797728837633',Earthquake,empathy,Relevant,Not Urgent
'592162891651883008',Earthquake,safety,Relevant,Urgent
'592162894533406720',Earthquake,information dissemination,Relevant,Not Urgent
'592163174654156802',Earthquake,empathy,Relevant,Not Urgent
'592163229616381952',Earthquake,information dissemination,Relevant,Not Urgent
'592163264961744896',Earthquake,information dissemination,Relevant,Not Urgent
'592163334474047489',Earthquake,die,Relevant,Urgent
'592163501755342848',Earthquake,damage,Relevant,Urgent
'592163513730138112',Earthquake,information dissemination,Relevant,Not Urgent
'592163574232981505',Earthquake,spiritual,Relevant,Not Urgent
'592163664800686080',Earthquake,empathy,Relevant,Not Urgent
'592163698166222848',Earthquake,damage,Relevant,Urgent
'592163783533056001',Earthquake,empathy,Relevant,Not Urgent
'592163795016921088',Earthquake,humanitarian assistance,Relevant,Urgent
'592163801862045697',Earthquake,empathy,Relevant,Not Urgent
'592163824582545408',Earthquake,damage,Relevant,Urgent
'592164145073692672',Earthquake,die,Relevant,Urgent
'592164161058054144',Earthquake,humanitarian assistance,Relevant,Urgent
'592164174341496833',Earthquake,safety,Relevant,Urgent
'592164238925279232',Earthquake,die,Relevant,Urgent
'592164247876083713',Earthquake,information dissemination,Relevant,Not Urgent
'592164259406053376',Earthquake,humanitarian assistance,Relevant,Urgent
'592164334010109952',Earthquake,information dissemination,Relevant,Not Urgent
'592164381942751232',Earthquake,die,Relevant,Urgent
'592164475492372480',Earthquake,information dissemination,Relevant,Not Urgent
'592164490000498688',Earthquake,safety,Relevant,Urgent
'592164514122047489',Earthquake,information dissemination,Relevant,Not Urgent
'592164512695918593',Earthquake,casualty,Relevant,Urgent
'592164550499151874',Earthquake,safety,Relevant,Urgent
'592164573467119616',Earthquake,empathy,Relevant,Not Urgent
'592164621902958593',Earthquake,humanitarian assistance,Relevant,Urgent
'592164740303978497',Earthquake,die,Relevant,Urgent
'592164813792530432',Earthquake,empathy,Relevant,Not Urgent
'592164829751738369',Earthquake,empathy,Relevant,Not Urgent
'592164847481004032',Earthquake,safety,Relevant,Urgent
'592164863796846592',Earthquake,damage,Relevant,Urgent
'592165117267030017',Earthquake,disaster preparedness,Relevant,Not Urgent
'592165847197618176',Earthquake,damage,Relevant,Urgent
'592165884438978561',Earthquake,information dissemination,Relevant,Not Urgent
'592165915271139328',Earthquake,die,Relevant,Urgent
'592165971684536320',Earthquake,information dissemination,Relevant,Not Urgent
'592165977753853954',Earthquake,humanitarian assistance,Relevant,Urgent
'592166019877117952',Earthquake,humanitarian assistance,Relevant,Urgent
'592166044007038976',Earthquake,damage,Relevant,Urgent
'592166265067741184',Earthquake,die,Relevant,Urgent
'592166416297648128',Earthquake,communication,Relevant,Urgent
'592166536204259331',Earthquake,information dissemination,Relevant,Not Urgent
'592167323257081857',Earthquake,safety,Relevant,Urgent
'592167336490078208',Earthquake,empathy,Relevant,Not Urgent
'592167381541126144',Earthquake,empathy,Relevant,Not Urgent
'592167415062011905',Earthquake,damage,Relevant,Urgent
'592167487929655296',Earthquake,information dissemination,Relevant,Not Urgent
'592167491075481601',Earthquake,die,Relevant,Urgent
'592167820315725824',Earthquake,safety,Relevant,Urgent
'592167862833262592',Earthquake,empathy,Relevant,Not Urgent
'592167864292913152',Earthquake,die,Relevant,Urgent
'592167927064854529',Earthquake,information dissemination,Relevant,Not Urgent
'592167966210392064',Earthquake,die,Relevant,Urgent
'592168039832883200',Earthquake,humanitarian assistance,Relevant,Urgent
'592168047923847168',Earthquake,humanitarian assistance,Relevant,Urgent
'592168133311504384',Earthquake,humanitarian assistance,Relevant,Urgent
'592168153020440576',Earthquake,damage,Relevant,Urgent
'592168301704318976',Earthquake,empathy,Relevant,Not Urgent
'592168383577128960',Earthquake,information dissemination,Relevant,Not Urgent
'592168522471505920',Earthquake,die,Relevant,Urgent
'592168597541167104',Earthquake,humanitarian assistance,Relevant,Urgent
'592168632152662016',Earthquake,information dissemination,Relevant,Not Urgent
'592168652335554560',Earthquake,humanitarian assistance,Relevant,Urgent
'592168724951474176',Earthquake,safety,Relevant,Urgent
'592169308970680321',Earthquake,information dissemination,Relevant,Not Urgent
'592169392982495233',Earthquake,empathy,Relevant,Not Urgent
'592169403648585729',Earthquake,damage,Relevant,Urgent
'592169409986203648',Earthquake,humanitarian assistance,Relevant,Urgent
'592169542362800131',Earthquake,safety,Relevant,Urgent
'592169593591967744',Earthquake,information dissemination,Relevant,Not Urgent
'592169804133437440',Earthquake,safety,Relevant,Urgent
'592169869640073216',Earthquake,damage,Relevant,Urgent
'592169894264893440',Earthquake,die,Relevant,Urgent
'592170273492705280',Earthquake,safety,Relevant,Urgent
'592170673579040768',Earthquake,safety,Relevant,Urgent
'592171025493700608',Earthquake,safety,Relevant,Urgent
'592171413697527809',Earthquake,safety,Relevant,Urgent
'592173398408634368',Earthquake,die,Relevant,Urgent
'592173562108121088',Earthquake,information dissemination,Relevant,Not Urgent
'592173860935507968',Earthquake,humanitarian assistance,Relevant,Urgent
'592175467106414592',Earthquake,safety,Relevant,Urgent
'592176194289795072',Earthquake,humanitarian assistance,Relevant,Urgent
'592176393879846912',Earthquake,safety,Relevant,Urgent
'592176718372212739',Earthquake,humanitarian assistance,Relevant,Urgent
'592177054197686272',Earthquake,spiritual,Relevant,Not Urgent
'592177132652007424',Earthquake,humanitarian assistance,Relevant,Urgent
'592177766377738240',Earthquake,empathy,Relevant,Not Urgent
'592177948725121024',Earthquake,empathy,Relevant,Not Urgent
'592177996385153024',Earthquake,die,Relevant,Urgent
'592178299268304896',Earthquake,humanitarian assistance,Relevant,Urgent
'592178387814252544',Earthquake,humanitarian assistance,Relevant,Urgent
'592178505141522432',Earthquake,humanitarian assistance,Relevant,Urgent
'592178643494772736',Earthquake,humanitarian assistance,Relevant,Urgent
'592178685412712448',Earthquake,safety,Relevant,Urgent
'592178699090333696',Earthquake,spiritual,Relevant,Not Urgent
'592178958231179264',Earthquake,humanitarian assistance,Relevant,Urgent
'592178984747675648',Earthquake,admiration,Relevant,Not Urgent
'592179162992902145',Earthquake,humanitarian assistance,Relevant,Urgent
'592179432544083968',Earthquake,humanitarian assistance,Relevant,Urgent
'592179575133724674',Earthquake,empathy,Relevant,Not Urgent
'592179656205303808',Earthquake,safety,Relevant,Urgent
'592180647151542273',Earthquake,humanitarian assistance,Relevant,Urgent
'592180877951512576',Earthquake,humanitarian assistance,Relevant,Urgent
'592180890224197632',Earthquake,information dissemination,Relevant,Not Urgent
'592181068335157248',Earthquake,empathy,Relevant,Not Urgent
'592181202938896384',Earthquake,information dissemination,Relevant,Not Urgent
'592181527196340224',Earthquake,humanitarian assistance,Relevant,Urgent
'592181985340166144',Earthquake,humanitarian assistance,Relevant,Urgent
'592182053191426048',Earthquake,humanitarian assistance,Relevant,Urgent
'592182126503690240',Earthquake,empathy,Relevant,Not Urgent
'592182222867668992',Earthquake,die,Relevant,Urgent
'592182301125054464',Earthquake,safety,Relevant,Urgent
'592182483346542592',Earthquake,empathy,Relevant,Not Urgent
'592182515194007553',Earthquake,information dissemination,Relevant,Not Urgent
'592183275029934080',Earthquake,safety,Relevant,Urgent
'592183335541178368',Earthquake,empathy,Relevant,Not Urgent
'592183485860749312',Earthquake,damage,Relevant,Urgent
'592183683622252545',Earthquake,empathy,Relevant,Not Urgent
'592184039957659648',Earthquake,humanitarian assistance,Relevant,Urgent
'592184071775596544',Earthquake,die,Relevant,Urgent
'592184263698579457',Earthquake,humanitarian assistance,Relevant,Urgent
'592184278978400257',Earthquake,damage,Relevant,Urgent
'592184341045772288',Earthquake,die,Relevant,Urgent
'592184649515839488',Earthquake,safety,Relevant,Urgent
'592185436656668672',Earthquake,humanitarian assistance,Relevant,Urgent
'592185877813563392',Earthquake,humanitarian assistance,Relevant,Urgent
'592185912899084288',Earthquake,die,Relevant,Urgent
'592188098928226305',Earthquake,damage,Relevant,Urgent
'592188226783322113',Earthquake,empathy,Relevant,Not Urgent
'592189416375853056',Earthquake,die,Relevant,Urgent
'592190431447777281',Earthquake,safety,Relevant,Urgent
'592190911062278147',Earthquake,empathy,Relevant,Not Urgent
'592192320470061058',Earthquake,humanitarian assistance,Relevant,Urgent
'592192996763774977',Earthquake,humanitarian assistance,Relevant,Urgent
'592193487971323904',Earthquake,damage,Relevant,Urgent
'592194083445059585',Earthquake,humanitarian assistance,Relevant,Urgent
'592194963087036416',Earthquake,humanitarian assistance,Relevant,Urgent
'592195169300131841',Earthquake,safety,Relevant,Urgent
'592195290666401792',Earthquake,empathy,Relevant,Not Urgent
'592195534649069568',Earthquake,safety,Relevant,Urgent
'592196332175003648',Earthquake,safety,Relevant,Urgent
'592196723390328835',Earthquake,humanitarian assistance,Relevant,Urgent
'592197119928356864',Earthquake,humanitarian assistance,Relevant,Urgent
'592197174856781826',Earthquake,die,Relevant,Urgent
'592197180242272257',Earthquake,humanitarian assistance,Relevant,Urgent
'592197857119047680',Earthquake,humanitarian assistance,Relevant,Urgent
'592197866069725185',Earthquake,safety,Relevant,Urgent
'592197887527882752',Earthquake,damage,Relevant,Urgent
'592197898105946112',Earthquake,humanitarian assistance,Relevant,Urgent
'592197945249792000',Earthquake,humanitarian assistance,Relevant,Urgent
'592197981538889729',Earthquake,information dissemination,Relevant,Not Urgent
'592198011427622919',Earthquake,empathy,Relevant,Not Urgent
'592198061163708416',Earthquake,humanitarian assistance,Relevant,Urgent
'592198165706735616',Earthquake,safety,Relevant,Urgent
'592198176372850688',Earthquake,empathy,Relevant,Not Urgent
'592198196421492736',Earthquake,damage,Relevant,Urgent
'592198204126441472',Earthquake,communication,Relevant,Urgent
'592198294568247298',Earthquake,empathy,Relevant,Not Urgent
'592198929959124993',Earthquake,empathy,Relevant,Not Urgent
'592198939878686720',Earthquake,humanitarian assistance,Relevant,Urgent
'592199007373373440',Earthquake,safety,Relevant,Urgent
'592199029389336579',Earthquake,information dissemination,Relevant,Not Urgent
'592199319098294274',Earthquake,humanitarian assistance,Relevant,Urgent
'592199604654866432',Earthquake,humanitarian assistance,Relevant,Urgent
'592199618043125760',Earthquake,humanitarian assistance,Relevant,Urgent
'592199964740210688',Earthquake,information dissemination,Relevant,Not Urgent
'592200093169635329',Earthquake,information dissemination,Relevant,Not Urgent
'592200113222746112',Earthquake,information dissemination,Relevant,Not Urgent
'592200323055427585',Earthquake,damage,Relevant,Urgent
'592200366713745409',Earthquake,information dissemination,Relevant,Not Urgent
'592200472850661377',Earthquake,humanitarian assistance,Relevant,Urgent
'592200502806360066',Earthquake,humanitarian assistance,Relevant,Urgent
'592200518010699776',Earthquake,damage,Relevant,Urgent
'592200565297258497',Earthquake,damage,Relevant,Urgent
'592200569474961408',Earthquake,empathy,Relevant,Not Urgent
'592200581558599680',Earthquake,damage,Relevant,Urgent
'592200592409366528',Earthquake,safety,Relevant,Urgent
'592200614014246912',Earthquake,safety,Relevant,Urgent
'592200738975129600',Earthquake,humanitarian assistance,Relevant,Urgent
'592200789394722816',Earthquake,humanitarian assistance,Relevant,Urgent
'592200893786943489',Earthquake,humanitarian assistance,Relevant,Urgent
'592200930906345472',Earthquake,casualty,Relevant,Urgent
'592200961076154369',Earthquake,die,Relevant,Urgent
'592201012238135296',Earthquake,safety,Relevant,Urgent
'592201015555919872',Earthquake,damage,Relevant,Urgent
'592201015472033792',Earthquake,damage,Relevant,Urgent
'592201041510146048',Earthquake,safety,Relevant,Urgent
'592201098263339008',Earthquake,humanitarian assistance,Relevant,Urgent
'592201109168467968',Earthquake,empathy,Relevant,Not Urgent
'592201135282266112',Earthquake,humanitarian assistance,Relevant,Urgent
'592201147282100224',Earthquake,safety,Relevant,Urgent
'592201163304345600',Earthquake,empathy,Relevant,Not Urgent
'592201189946589184',Earthquake,safety,Relevant,Urgent
'592201239552659458',Earthquake,safety,Relevant,Urgent
'592201312143478784',Earthquake,damage,Relevant,Urgent
'592201314534326272',Earthquake,humanitarian assistance,Relevant,Urgent
'592201361984360448',Earthquake,spiritual,Relevant,Not Urgent
'592201373036322816',Earthquake,empathy,Relevant,Not Urgent
'592201438417133568',Earthquake,humanitarian assistance,Relevant,Urgent
'592201492544749568',Earthquake,die,Relevant,Urgent
'592201501830971392',Earthquake,humanitarian assistance,Relevant,Urgent
'592201502824931329',Earthquake,news,Relevant,Not Urgent
'592201567027081216',Earthquake,empathy,Relevant,Not Urgent
'592201587293966336',Earthquake,information dissemination,Relevant,Not Urgent
'592201669959675904',Earthquake,damage,Relevant,Urgent
'592202203953139713',Earthquake,humanitarian assistance,Relevant,Urgent
'592202214925541377',Earthquake,die,Relevant,Urgent
'592202500435902467',Earthquake,humanitarian assistance,Relevant,Urgent
'592202682561069057',Earthquake,safety,Relevant,Urgent
'592202905542877184',Earthquake,humanitarian assistance,Relevant,Urgent
'592202911402184704',Earthquake,die,Relevant,Urgent
'592203160908898305',Earthquake,humanitarian assistance,Relevant,Urgent
'592203737352966146',Earthquake,information dissemination,Relevant,Not Urgent
'592258064159412224',Earthquake,humanitarian assistance,Relevant,Urgent
'592276226284195840',Earthquake,die,Relevant,Urgent
'592276359608598529',Earthquake,empathy,Relevant,Not Urgent
'592276487912431616',Earthquake,safety,Relevant,Urgent
'592276570636705792',Earthquake,damage,Relevant,Urgent
'592280132506808320',Earthquake,spiritual,Relevant,Not Urgent
'592289564581961729',Earthquake,humanitarian assistance,Relevant,Urgent
'592297027981148160',Earthquake,safety,Relevant,Urgent
'592303978014068736',Earthquake,humanitarian assistance,Relevant,Urgent
'592319930265108480',Earthquake,empathy,Relevant,Not Urgent
'592320608278544384',Earthquake,empathy,Relevant,Not Urgent
'592321050597265408',Earthquake,empathy,Relevant,Not Urgent
'592321221968068608',Earthquake,humanitarian assistance,Relevant,Urgent
'592321810223525888',Earthquake,empathy,Relevant,Not Urgent
'592322087190167553',Earthquake,empathy,Relevant,Not Urgent
'592325815653761025',Earthquake,empathy,Relevant,Not Urgent
'592326554816008192',Earthquake,empathy,Relevant,Not Urgent
'592326823394078720',Earthquake,empathy,Relevant,Not Urgent
'592327226298892288',Earthquake,empathy,Relevant,Not Urgent
'592328699674001408',Earthquake,humanitarian assistance,Relevant,Urgent
'592329920568688640',Earthquake,communication,Relevant,Urgent
'592330323507191808',Earthquake,empathy,Relevant,Not Urgent
'592331404970721280',Earthquake,spiritual,Relevant,Not Urgent
'592331585979985923',Earthquake,humanitarian assistance,Relevant,Urgent
'592333232827473920',Earthquake,empathy,Relevant,Not Urgent
'592335349038329856',Earthquake,empathy,Relevant,Not Urgent
'592337677564936192',Earthquake,humanitarian assistance,Relevant,Urgent
'592339185710706688',Earthquake,damage,Relevant,Urgent
'592339290786398209',Earthquake,humanitarian assistance,Relevant,Urgent
'592339485628727297',Earthquake,humanitarian assistance,Relevant,Urgent
'592341599742484481',Earthquake,humanitarian assistance,Relevant,Urgent
'592343660525584384',Earthquake,humanitarian assistance,Relevant,Urgent
'592345036035006464',Earthquake,humanitarian assistance,Relevant,Urgent
'592350694134444033',Earthquake,humanitarian assistance,Relevant,Urgent
'592350980626190336',Earthquake,information dissemination,Relevant,Not Urgent
'592361093034442752',Earthquake,humanitarian assistance,Relevant,Urgent
'592368142917062656',Earthquake,humanitarian assistance,Relevant,Urgent
'592373602495823872',Earthquake,humanitarian assistance,Relevant,Urgent
'592374213194817536',Earthquake,safety,Relevant,Urgent
'592588895990185984',Earthquake,safety,Relevant,Urgent
'592588895730044928',Earthquake,spiritual,Relevant,Not Urgent
'592588896845725696',Earthquake,humanitarian assistance,Relevant,Urgent
'592588898150256640',Earthquake,humanitarian assistance,Relevant,Urgent
'592588897726533632',Earthquake,humanitarian assistance,Relevant,Urgent
'592588899404226560',Earthquake,empathy,Relevant,Not Urgent
'592588903581884416',Earthquake,humanitarian assistance,Relevant,Urgent
'592588904659812352',Earthquake,safety,Relevant,Urgent
'592588910380904448',Earthquake,safety,Relevant,Urgent
'592588917058207744',Earthquake,information dissemination,Relevant,Not Urgent
'592588928286388224',Earthquake,casualty,Relevant,Urgent
'592588943402471424',Earthquake,information dissemination,Relevant,Not Urgent
'592588944492990464',Earthquake,safety,Relevant,Urgent
'592588985395884032',Earthquake,die,Relevant,Urgent
'592588986184413184',Earthquake,humanitarian assistance,Relevant,Urgent
'592589013967458304',Earthquake,information dissemination,Relevant,Not Urgent
'592589013803872257',Earthquake,die,Relevant,Urgent
'592589125099749376',Earthquake,empathy,Relevant,Not Urgent
'592589144045432833',Earthquake,spiritual,Relevant,Not Urgent
'592589156372459522',Earthquake,safety,Relevant,Urgent
'592589183975354368',Earthquake,humanitarian assistance,Relevant,Urgent
'592589189671219200',Earthquake,safety,Relevant,Urgent
'592589221493354496',Earthquake,information dissemination,Relevant,Not Urgent
'592589272827305987',Earthquake,information dissemination,Relevant,Not Urgent
'592589290279809025',Earthquake,empathy,Relevant,Not Urgent
'592589292632973313',Earthquake,humanitarian assistance,Relevant,Urgent
'592589295984058368',Earthquake,humanitarian assistance,Relevant,Urgent
'592589308596330496',Earthquake,humanitarian assistance,Relevant,Urgent
'592589309217116160',Earthquake,safety,Relevant,Urgent
'592589314883604480',Earthquake,safety,Relevant,Urgent
'592589318297792512',Earthquake,safety,Relevant,Urgent
'592589319296036864',Earthquake,spiritual,Relevant,Not Urgent
'592589322676645889',Earthquake,empathy,Relevant,Not Urgent
'592589331711315968',Earthquake,information dissemination,Relevant,Not Urgent
'592589339646791680',Earthquake,spiritual,Relevant,Not Urgent
'592589347242659840',Earthquake,humanitarian assistance,Relevant,Urgent
'592589369275326465',Earthquake,information dissemination,Relevant,Not Urgent
'592589375000715264',Earthquake,safety,Relevant,Urgent
'592589386866237441',Earthquake,safety,Relevant,Urgent
'592589390850863104',Earthquake,humanitarian assistance,Relevant,Urgent
'592589408546791424',Earthquake,humanitarian assistance,Relevant,Urgent
'592589412451614720',Earthquake,humanitarian assistance,Relevant,Urgent
'592589429480427520',Earthquake,empathy,Relevant,Not Urgent
'592589430394736640',Earthquake,information dissemination,Relevant,Not Urgent
'592589447331385344',Earthquake,humanitarian assistance,Relevant,Urgent
'592589454398763008',Earthquake,information dissemination,Relevant,Not Urgent
'592589464913911808',Earthquake,safety,Relevant,Urgent
'592589521558077440',Earthquake,humanitarian assistance,Relevant,Urgent
'592589532484096000',Earthquake,humanitarian assistance,Relevant,Urgent
'592589533020991489',Earthquake,humanitarian assistance,Relevant,Urgent
'592589548682547200',Earthquake,humanitarian assistance,Relevant,Urgent
'592589552038105088',Earthquake,communication,Relevant,Urgent
'592589555812864003',Earthquake,safety,Relevant,Urgent
'592589568421064704',Earthquake,humanitarian assistance,Relevant,Urgent
'592589579653226496',Earthquake,empathy,Relevant,Not Urgent
'592589583428104192',Earthquake,safety,Relevant,Urgent
'592589600889012224',Earthquake,safety,Relevant,Urgent
'592589616106106881',Earthquake,damage,Relevant,Urgent
'592589619117428736',Earthquake,safety,Relevant,Urgent
'592589669046456320',Earthquake,die,Relevant,Urgent
'592589669214261248',Earthquake,empathy,Relevant,Not Urgent
'592589675069472768',Earthquake,information dissemination,Relevant,Not Urgent
'592589682422259712',Earthquake,humanitarian assistance,Relevant,Urgent
'592589687623024640',Earthquake,casualty,Relevant,Urgent
'592589687950184448',Earthquake,spiritual,Relevant,Not Urgent
'592589690009616384',Earthquake,safety,Relevant,Urgent
'592589697265836032',Earthquake,safety,Relevant,Urgent
'592589699383828480',Earthquake,humanitarian assistance,Relevant,Urgent
'592589700319223809',Earthquake,humanitarian assistance,Relevant,Urgent
'592589718887497728',Earthquake,spiritual,Relevant,Not Urgent
'592589739284238336',Earthquake,casualty,Relevant,Urgent
'592589741557690368',Earthquake,safety,Relevant,Urgent
'592589750814408704',Earthquake,information dissemination,Relevant,Not Urgent
'592589771840466944',Earthquake,die,Relevant,Urgent
'592589777137836032',Earthquake,information dissemination,Relevant,Not Urgent
'592589795676655616',Earthquake,spiritual,Relevant,Not Urgent
'592589809417322496',Earthquake,information dissemination,Relevant,Not Urgent
'592589828941684737',Earthquake,empathy,Relevant,Not Urgent
'592589849447763970',Earthquake,humanitarian assistance,Relevant,Urgent
'592589869295144961',Earthquake,die,Relevant,Urgent
'592589889742438400',Earthquake,humanitarian assistance,Relevant,Urgent
'592589909841547264',Earthquake,information dissemination,Relevant,Not Urgent
'592589922403491840',Earthquake,humanitarian assistance,Relevant,Urgent
'592589926971113472',Earthquake,humanitarian assistance,Relevant,Urgent
'592589963088175104',Earthquake,humanitarian assistance,Relevant,Urgent
'592589970465894400',Earthquake,humanitarian assistance,Relevant,Urgent
'592589970910662656',Earthquake,humanitarian assistance,Relevant,Urgent
'592589984110018560',Earthquake,humanitarian assistance,Relevant,Urgent
'592589992318369792',Earthquake,die,Relevant,Urgent
'592590014732632064',Earthquake,empathy,Relevant,Not Urgent
'592590015177232384',Earthquake,humanitarian assistance,Relevant,Urgent
